103.800003 1.366700
103.800003 1.366700
103.800003 1.366700
103.800003 1.366700
103.800003 1.366700
103.800003 1.366700
116.388298 39.928902
116.388298 39.928902
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
39.147202 64116
32.000000 49.000000
32.000000 49.000000
-122.120598 47.680099
-122.120598 47.680099
9.000000 51.000000
9.000000 51.000000
9.000000 51.000000
9.000000 51.000000
9.000000 51.000000
9.000000 51.000000
9.000000 51.000000
9.000000 51.000000
-105.249298 39.972099
-105.249298 39.972099
-105.249298 39.972099
-105.249298 39.972099
-105.249298 39.972099
-105.249298 39.972099
-105.249298 39.972099
-105.249298 39.972099
116.388298 39.928902
116.388298 39.928902
-122.120598 47.680099
-122.120598 47.680099
-122.120598 47.680099
-122.120598 47.680099
32.000000 49.000000
32.000000 49.000000
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
34.043800 90014
34.043800 90014
15.000000 62.000000
15.000000 62.000000
-5.000000 32.000000
-5.000000 32.000000
119.306099 26.061399
119.306099 26.061399
39.147202 64116
39.147202 64116
-0.130000 51.500000
-0.130000 51.500000
-0.130000 51.500000
-0.130000 51.500000
100.000000 60.000000
100.000000 60.000000
100.000000 60.000000
100.000000 60.000000
34.750000 31.500000
34.750000 31.500000
116.388298 39.928902
116.388298 39.928902
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
77.000000 20.000000
139.751404 35.685001
139.751404 35.685001
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
37.413502 94306
139.751404 35.685001
139.751404 35.685001
42.986401 14221
42.986401 14221
109.772499 26.968901
109.772499 26.968901
139.751404 35.685001
139.751404 35.685001
-122.120598 47.680099
-122.120598 47.680099
116.388298 39.928902
116.388298 39.928902
5.750000 52.500000
5.750000 52.500000
-122.120598 47.680099
-122.120598 47.680099
9.000000 51.000000
9.000000 51.000000
-122.120598 47.680099
-122.120598 47.680099
119.306099 26.061399
119.306099 26.061399
119.306099 26.061399
